Palavra,Link,Instituicao
caçador,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/ca%C3%A7ador.mp4,UFV
intestino,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/836-intestino.mp4,UFV
brinco,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/852-brinco.mp4,UFV
argumento,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/argumento.mp4,UFV
regiaonordeste,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1259-regiaonordeste.mp4,UFV
laranjacor,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/814-laranjacor.mp4,UFV
diamante,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/diamante.mp4,UFV
demorar,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01636-Demorar.mp4,UFV
sergipe,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1272-sergipe.mp4,UFV
pai,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/924-pai.mp4,UFV
balança,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01457-Balan%C3%A7a.mp4,UFV
reuniao,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/1365-reuniao.mp4,UFV
boa tarde,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01445-Boa-Tarde.mp4,UFV
abridor,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/abridor.mp4,UFV
futebol,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/00975-futebol.mp4,UFV
regiaosul,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1262-regiaosul.mp4,UFV
adeus,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01566-Adeus.mp4,UFV
abóbora,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/ab%C3%B3bora.mp4,UFV
alemanha,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/00996-alemanha.mp4,UFV
eletricista,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01411-Eletricista.mp4,UFV
outubro,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01530-Outubro.mp4,UFV
ziper,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/886-ziper.mp4,UFV
nove,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/1344-nove.mp4,UFV
sogra,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/929-sogra.mp4,UFV
morrer,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01702-morrer.mp4,UFV
brancocor,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/812-brancocor.mp4,UFV
shampoo,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/00948-shampoo.mp4,UFV
empada,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/empada.mp4,UFV
esposa,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/897-esposa.mp4,UFV
passar,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01724-passar.mp4,UFV
agarrar,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01575-Agarrar.mp4,UFV
seguro,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/1202-seguro.mp4,UFV
namorado,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/917-namorado.mp4,UFV
misturar,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01701-misturar.mp4,UFV
vitamina bebida,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/vitamina_bebida.mp4,UFV
santacatarina,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1270-santacatarina.mp4,UFV
chorar,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01611-Chorar.mp4,UFV
baixo,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/baixo.mp4,UFV
agramatical,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/agramatical.mp4,UFV
padrasto,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/922-padrasto.mp4,UFV
handbol,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/00977-handbol.mp4,UFV
mao,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/01167-mao.mp4,UFV
costas,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/01159-costas.mp4,UFV
esconder,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01659-esconder.mp4,UFV
bolso,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/849-bolso.mp4,UFV
bisavó,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/892-bisav%C3%B3.mp4,UFV
sofa,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01500-Sofa.mp4,UFV
viçosa,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1278-vi%C3%A7osa.mp4,UFV
conta,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/1183-conta.mp4,UFV
vassoura,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01506-Vassoura.mp4,UFV
cadeado,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/cadeado.mp4,UFV
agosto,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01511-Agosto.mp4,UFV
madrinha,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/910-madrinha.mp4,UFV
fisioterapia,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01417-Fisioterapia.mp4,UFV
duro,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/duro.mp4,UFV
cimento,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1289-cimento.mp4,UFV
bombeiro,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01405-Bombeiro.mp4,UFV
perfume,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/00946-perfume.mp4,UFV
bagunça,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/bagun%C3%A7a.mp4,UFV
almoçar,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01583-Almo%C3%A7ar.mp4,UFV
sossego,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/sossego.mp4,UFV
laranja,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/782-laranja.mp4,UFV
batedeira,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/batedeira.mp4,UFV
arma,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/630-arma.mp4,UFV
pulmao,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/830-pulmao.mp4,UFV
guerra,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/463-guerra.mp4,UFV
camiseta,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01797-camiseta.mp4,UFV
parana,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1250-parana.mp4,UFV
matar,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/467-matar.mp4,UFV
vitamina,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1306-vitamina.mp4,UFV
america,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/00999-america.mp4,UFV
menina,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/913-menina.mp4,UFV
corda de pular,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/corda-de-pular.mp4,UFV
tijolo,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01501-Tijolo.mp4,UFV
vaca,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/vaca.mp4,UFV
rodoviaria,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01548-Rodoviaria.mp4,UFV
naoprestar,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/1340-naoprestar.mp4,UFV
afogar,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01573-Afogar.mp4,UFV
cuiaba,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/01019-cuiaba.mp4,UFV
regiaonorte,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1260-regiaoNorte.mp4,UFV
tempestade,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1333-tempestade.mp4,UFV
alcool,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/alcool.mp4,UFV
ajoelhar,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01579-Ajoelhar.mp4,UFV
boa noite,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01444-Boa-Noite.mp4,UFV
ouvir,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01719-ouvir.mp4,UFV
revista,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/01150-revista.mp4,UFV
torneira,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/torneira.mp4,UFV
irmã,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/906-irm%C3%A3.mp4,UFV
descer,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01639-Descer.mp4,UFV
carimbo,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/carimbo.mp4,UFV
videogame,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/videogame.mp4,UFV
passeata,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/476-passeata.mp4,UFV
curitiba,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/01020-curitiba.mp4,UFV
porcentagem,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/1199-porcentagem.mp4,UFV
devolver,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01644-devolver.mp4,UFV
chato,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/chato.mp4,UFV
dezena,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/dezena.mp4,UFV
beleza,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/beleza.mp4,UFV
zero,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/1352-zero.mp4,UFV
cansado,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01051-cansado.mp4,UFV
emailcorreio eletronico,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/01132-emailcorreio-eletronico.mp4,UFV
homem,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/905-homem.mp4,UFV
fechar,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01672-fechar.mp4,UFV
balão,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/bal%C3%A3o.mp4,UFV
enviar,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01657-enviar.mp4,UFV
brasilia,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/01012-brasilia.mp4,UFV
prima,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/925-prima.mp4,UFV
açaí,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/a%C3%A7a%C3%AD.mp4,UFV
ciclismo,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/00967-ciclismo.mp4,UFV
fonoaudiologo,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01418-Fonoaudiologo.mp4,UFV
tatuagem,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/643-tatuagem.mp4,UFV
beijar,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01604-Beijar.mp4,UFV
atrasar,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01597-Atrasar.mp4,UFV
damasco,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/damasco.mp4,UFV
vagina,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/1179-vagina.mp4,UFV
apertar,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01590-Apertar.mp4,UFV
afillhado,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/1232-afillhado.mp4,UFV
amarelocor,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/810-amarelocor.mp4,UFV
dedo medio,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/dedo-medio-1.mp4,UFV
perna,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1174-perna.mp4,UFV
garganta,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/835-garganta.mp4,UFV
entender,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01656-entender.mp4,UFV
ervilha,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/Ervilha.mp4,UFV
alguem,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/1358-alguem.mp4,UFV
maio,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01524-Maio.mp4,UFV
zebra,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/zebra.mp4,UFV
chutar,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01612-Chutar.mp4,UFV
nublado,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1325-nublado.mp4,UFV
urso,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/urso.mp4,UFV
país,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1244-pa%C3%ADs.mp4,UFV
brocolis,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/brocolis.mp4,UFV
clarocor,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/806-clarocor.mp4,UFV
palhaço,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01427-Palha%C3%A7o.mp4,UFV
israel,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/01037-israel.mp4,UFV
economia,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/793-economia.mp4,UFV
filha,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/899-filha.mp4,UFV
abrir,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01553-Abrir.mp4,UFV
aposentado,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/681-aposentado.mp4,UFV
altar,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/1355-altar.mp4,UFV
esquecer,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01663-esquecer.mp4,UFV
taxi,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01549-Taxi.mp4,UFV
verão,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01535-Ver%C3%A3o.mp4,UFV
camisa,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/854-camisa.mp4,UFV
escrever,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01660-escrever.mp4,UFV
ursinho,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/ursinho.mp4,UFV
base,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/base.mp4,UFV
acessibilidade,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/acessibilidade.mp4,UFV
casa,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/casa.mp4,UFV
individuo,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/1361-individuo.mp4,UFV
naogostar,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/1339-naogostar.mp4,UFV
absorvente,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/absorvente-1.mp4,UFV
maceio,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1235-maceio.mp4,UFV
escurocor,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/813-escurocor.mp4,UFV
multa,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/1195-multa.mp4,UFV
australia,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/01005-australia.mp4,UFV
esperar,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01662-esperar.mp4,UFV
calcinha,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/853-calcinha.mp4,UFV
estrela,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1315-estrela.mp4,UFV
natalcidade,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1242-natalcidade.mp4,UFV
caqui,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/caqui.mp4,UFV
bom dia,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01446-Bom-Dia.mp4,UFV
cozinheiro,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01409-Cozinheiro.mp4,UFV
basquete,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/00959-basquete.mp4,UFV
consertar,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01618-Consertar.mp4,UFV
agulha de crochê,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/agulha-de-croch%C3%AA.mp4,UFV
emprestimo,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/1186-emprestimo.mp4,UFV
abajur,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01454-Abajur.mp4,UFV
duvidar,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01652-duvidar.mp4,UFV
binario,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/binario.mp4,UFV
escova de dente,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/00940-escova-de-dente.mp4,UFV
exagerar,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01666-exagerar.mp4,UFV
azeite,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/azeite.mp4,UFV
cabeça,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/834-cabe%C3%A7a.mp4,UFV
dente,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/01163-dente.mp4,UFV
desaparecer,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/desaparecer.mp4,UFV
uva,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/uva.mp4,UFV
parar,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01722-parar.mp4,UFV
bolsa,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/848-bolsa.mp4,UFV
obrigado,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01448-Obrigado.mp4,UFV
verdecor,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/817-verdecor.mp4,UFV
pensao,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/1198-pensao.mp4,UFV
tia,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/00933-tia.mp4,UFV
saque,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/1201-saque.mp4,UFV
enxada,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/enxada.mp4,UFV
enxada,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/enxada.mp4,UFV
comer,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01614-Comer.mp4,UFV
chuva,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1311-chuva.mp4,UFV
espinafre,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/espinafre.mp4,UFV
amigo,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/890-amigo.mp4,UFV
dezembro,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01515-Dezembro.mp4,UFV
oculos,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01795-oculos.mp4,UFV
pagar,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01720-pagar.mp4,UFV
expulsar,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01668-expulsar.mp4,UFV
jantar,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/516-Jantar.mp4,UFV
vermelhocor,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/818-vermelhocor.mp4,UFV
ombro,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/01169-ombro.mp4,UFV
ponte,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01547-Ponte.mp4,UFV
copo,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01470-Copo.mp4,UFV
apagar,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01589-Apagar.mp4,UFV
perú,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1252-per%C3%BA.mp4,UFV
brinquedo,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/00964-brinquedo.mp4,UFV
naoconsegui,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/1338-naoconsegui.mp4,UFV
dormir,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01651-dormir.mp4,UFV
sangue,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/841-sangue.mp4,UFV
facebook,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/01133-facebook.mp4,UFV
distrair,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01648-distrair2.mp4,UFV
compilar,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/compilar.mp4,UFV
esmalte,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/esmalte.mp4,UFV
veado,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/veado.mp4,UFV
alma,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01801-alma.mp4,UFV
farinha,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/farinha.mp4,UFV
aprendizagem,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/aprendizagem.mp4,UFV
passear,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01725-passear.mp4,UFV
curto,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/curto.mp4,UFV
dedo indicador,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/dedo-indicador.mp4,UFV
quatro,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/1347-quatro.mp4,UFV
amante,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01586-Amante.mp4,UFV
parcela,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/1197-parcela.mp4,UFV
cabelereiro,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01406-Cabelereiro.mp4,UFV
outono,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01529-Outono.mp4,UFV
orelhao,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/01142-orelhao.mp4,UFV
cunhada,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/895-cunhada.mp4,UFV
ovario,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/1171-ovario.mp4,UFV
pedir,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01727-pedir.mp4,UFV
alto,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/alto.mp4,UFV
unha,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/842-unha.mp4,UFV
cinco,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/1341-cinco.mp4,UFV
noiva,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/919-noiva.mp4,UFV
banheira,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01459-Banheira.mp4,UFV
domino,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/00972-domino.mp4,UFV
acerola,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/acerola.mp4,UFV
sala,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01498-Sala.mp4,UFV
farmaceutico,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01415-Farmaceutico.mp4,UFV
jornal,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/01140-jornal.mp4,UFV
vizinho,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/00935-vizinho.mp4,UFV
coruja,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/coruja.mp4,UFV
roxo,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/876-roxo.mp4,UFV
comunidade,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01469-Comunidade.mp4,UFV
tesoura,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/1223-tesoura.mp4,UFV
sobrinho,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/928-sobrinho.mp4,UFV
gostar,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01678-gostar.mp4,UFV
regiaocentrooeste,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1258-regiaocentroOeste.mp4,UFV
