original,checked,lemma,path,dictionary,group,actor
barriga cheia,barriga cheia,barriga,['./datasets/ufsc_v2/videos/BARRIGA-CHEIA.mp4'],UFSC_V2,0,42
barrigudo,barrigudo,Barrigudo,['./datasets/acessibilidade_2/videos/barrigudo.wmv'],Acessibilidades2,0,1
barrigudo,barrigudo,Barrigudo,['./datasets/acessibilidade_3/videos/barrigudoSm_Prog001.mp4'],Acessibilidades3,0,2
barril,barril,barril,['./datasets/spread_the_sign/videos/Barril.mp4'],SpreadTheSign,0,18
barril,barril,barril,['./datasets/acessibilidade_3/videos/barrilSm_Prog001.mp4'],Acessibilidades3,0,2
barril,barril,barril,['./datasets/acessibilidade_2/videos/barril.wmv'],Acessibilidades2,0,1
barril de água,barril de água,barril,['./datasets/spread_the_sign/videos/Barril de água.mp4'],SpreadTheSign,0,18
baruho,baruho,baruhor,['./datasets/ufv/videos/baruho.mp4'],UFV,0,50
barulhendo,barulhendo,barulher,['./datasets/spread_the_sign/videos/barulhendo.mp4'],SpreadTheSign,0,8
basebol,basebol,basebol,['./datasets/spread_the_sign/videos/basebol.mp4'],SpreadTheSign,0,28
basta,basta,bastar,['./datasets/acessibilidade_2/videos/basta.wmv'],Acessibilidades2,0,1
basta,basta,bastar,['./datasets/acessibilidade_3/videos/bastaSm_Prog001.mp4'],Acessibilidades3,0,2
bastao,bastão,bastao,['./datasets/acessibilidade_3/videos/bastaoSm_Prog001.mp4'],Acessibilidades3,0,2
bastao,bastão,bastao,['./datasets/acessibilidade_2/videos/bastao.wmv'],Acessibilidades2,0,1
batalha,batalha,batalha,['./datasets/spread_the_sign/videos/batalha.mp4'],SpreadTheSign,0,31
batalhar,batalhar,batalhar,['./datasets/ufsc_v2/videos/BATALHAR.mp4'],UFSC_V2,0,42
batalhar,batalhar,batalhar,['datasets/ufsc/videos/BATALHAR.mp4'],UFSC,0,43
batata doce,batata doce,batata,['./datasets/acessibilidade_2/videos/batata-doce.wmv'],Acessibilidades2,0,1
batata doce,batata doce,batata,['./datasets/youtube_v2/videos/Libras - Batata Doce (1080p_30fps_H264-128kbit_AAC).mp4'],Youtube,1,41
batata doce,batata doce,batata,['./datasets/acessibilidade_3/videos/batata-doceSm_Prog001.mp4'],Acessibilidades3,0,2
batata frita,batata frita,batata,['./datasets/spread_the_sign/videos/Batata frita.mp4'],SpreadTheSign,1,36
batata frita,batata frita,batata,['./datasets/acessibilidade_3/videos/batata-fritaSm_Prog001.mp4'],Acessibilidades3,0,2
batata frita,batata frita,batata,['./datasets/acessibilidade_2/videos/batata-frita.wmv'],Acessibilidades2,0,1
batata palha,batata palha,batata,['datasets/ufsc/videos/BATATA-PALHA.mp4'],UFSC,0,43
batata palha,batata palha,batata,['./datasets/ufsc_v2/videos/BATATA-PALHA.mp4'],UFSC_V2,0,42
batedeira,batedeira,Batedeira,['./datasets/acessibilidade_2/videos/batedeira.wmv'],Acessibilidades2,0,1
batedeira,batedeira,Batedeira,['./datasets/ufv/videos/batedeira.mp4'],UFV,0,49
batedeira,batedeira,Batedeira,['./datasets/acessibilidade_3/videos/batedeiraSm_Prog001.mp4'],Acessibilidades3,0,2
batedeira eléctrica,batedeira eléctrica,batedeira,['./datasets/spread_the_sign/videos/batedeira eléctrica.mp4'],SpreadTheSign,0,12
batedor,batedor,batedor,['./datasets/spread_the_sign/videos/batedor.mp4'],SpreadTheSign,0,4
batedor de ovos,batedor de ovos,batedor,['./datasets/spread_the_sign/videos/batedor de ovos.mp4'],SpreadTheSign,0,4
bater creme,bater creme,bater,['./datasets/spread_the_sign/videos/bater creme.mp4'],SpreadTheSign,0,4
bater ovos,bater ovos,bater,['./datasets/spread_the_sign/videos/bater ovos.mp4'],SpreadTheSign,0,4
bater palma,bater palma,bater,['./datasets/ufsc_v2/videos/BATER-PALMA.mp4'],UFSC_V2,0,42
bater palma,bater palma,bater,['datasets/ufsc/videos/E(bater-palma).mp4'],UFSC,0,45
bater palmas,bater palmas,bater,['./datasets/spread_the_sign/videos/bater palmas.mp4'],SpreadTheSign,0,18
bater papo,bater papo,bater,['./datasets/ufsc_v2/videos/BATER-PAPO.mp4'],UFSC_V2,0,42
bater papo,bater papo,bater,['datasets/ufsc/videos/BATER-PAPO.mp4'],UFSC,0,44
bater porta,bater porta,bater,['./datasets/ufsc_v2/videos/BATER-PORTA.mp4'],UFSC_V2,0,42
bater porta,bater porta,bater,['datasets/ufsc/videos/BATER-PORTA.mp4'],UFSC,0,43
bater à porta,bater à porta,bater,['./datasets/spread_the_sign/videos/bater à porta.mp4'],SpreadTheSign,0,4
bateria,bateria,bateria,['./datasets/ufv/videos/00950-bateria.mp4'],UFV,2,48
bateria,bateria,bateria,['./datasets/acessibilidade_3/videos/bateria1Sm_Prog001.mp4'],Acessibilidades3,0,2
bateria,bateria,bateria,['./datasets/acessibilidade_2/videos/bateria1.wmv'],Acessibilidades2,0,1
bateria,bateria,bateria,['./datasets/acessibilidade_2/videos/bateria2.wmv'],Acessibilidades2,1,1
bateria,bateria,bateria,['./datasets/acessibilidade_3/videos/bateria2Sm_Prog001.mp4'],Acessibilidades3,1,2
batida,batida,bater,['./datasets/acessibilidade_2/videos/batida2.wmv'],Acessibilidades2,1,1
batida,batida,bater,['./datasets/acessibilidade_3/videos/batida2Sm_Prog001.mp4'],Acessibilidades3,1,2
batida,batida,bater,['./datasets/acessibilidade_3/videos/batida1Sm_Prog001.mp4'],Acessibilidades3,0,2
batida,batida,bater,['./datasets/acessibilidade_2/videos/batida1.wmv'],Acessibilidades2,0,1
batimento cardíaco,batimento cardíaco,batimento,['./datasets/spread_the_sign/videos/batimento cardíaco.mp4'],SpreadTheSign,0,8
batismo,batismo,batismo,['./datasets/acessibilidade_2/videos/batismo2.wmv'],Acessibilidades2,3,1
batismo,batismo,batismo,['./datasets/acessibilidade_3/videos/batismo2Sm_Prog001.mp4'],Acessibilidades3,3,2
batismo,batismo,batismo,['./datasets/acessibilidade_3/videos/batismoSm_Prog001.mp4'],Acessibilidades3,2,2
batismo,batismo,batismo,['./datasets/acessibilidade_2/videos/batismo.wmv'],Acessibilidades2,2,1
batismo,batismo,batismo,['datasets/ufsc/videos/BATISMO.mp4'],UFSC,0,43
batismo,batismo,batismo,['datasets/ufsc/videos/BATISMO2.mp4'],UFSC,1,43
batismo,batismo,batismo,['./datasets/ufsc_v2/videos/BATISMO2.mp4'],UFSC_V2,1,42
batismo,batismo,batismo,['./datasets/ufsc_v2/videos/BATISMO.mp4'],UFSC_V2,0,42
batismo,batismo,batismo,['./datasets/spread_the_sign/videos/Batismo.mp4'],SpreadTheSign,3,21
batom,batom,batom,['datasets/ufsc/videos/BATOM.mp4'],UFSC,0,46
batom,batom,batom,['./datasets/acessibilidade_2/videos/batom.wmv'],Acessibilidades2,0,1
batom,batom,batom,['./datasets/ufsc_v2/videos/BATOM.mp4'],UFSC_V2,0,42
batom,batom,batom,['./datasets/acessibilidade_3/videos/batomSm_Prog001.mp4'],Acessibilidades3,0,2
baton,baton,Baton,['./datasets/spread_the_sign/videos/baton.mp4'],SpreadTheSign,0,18
batucar,batucar,batucar,['./datasets/acessibilidade_2/videos/batucar.wmv'],Acessibilidades2,0,1
batucar,batucar,batucar,['./datasets/acessibilidade_3/videos/batucarSm_Prog001.mp4'],Acessibilidades3,0,2
bauru sp,bauru sp,bauru,['./datasets/ufsc_v2/videos/BAURU-SP.mp4'],UFSC_V2,0,42
bauru sp,bauru sp,bauru,['datasets/ufsc/videos/BAURU-SP.mp4'],UFSC,0,43
bebado,bêbado,bebar,['./datasets/acessibilidade_3/videos/bebadoSm_Prog001.mp4'],Acessibilidades3,0,2
bebado,bêbado,bebar,['./datasets/acessibilidade_2/videos/bebado.wmv'],Acessibilidades2,0,1
bebe,bebê,beber,['./datasets/youtube_v2/videos/Libras - Bebe (1080p_30fps_H264-128kbit_AAC).mp4'],Youtube,0,41
bebe,bebê,beber,['./datasets/acessibilidade_3/videos/bebeSm_Prog001.mp4'],Acessibilidades3,0,2
bebe,bebê,beber,['./datasets/acessibilidade_2/videos/bebe.wmv'],Acessibilidades2,0,1
bebedouro,bebedouro,bebedouro,['./datasets/acessibilidade_3/videos/bebedouroSm_Prog001.mp4'],Acessibilidades3,0,2
bebedouro,bebedouro,bebedouro,['./datasets/acessibilidade_2/videos/bebedouro.wmv'],Acessibilidades2,0,1
bebedouro,bebedouro,bebedouro,['./datasets/spread_the_sign/videos/bebedouro.mp4'],SpreadTheSign,0,36
bebedouro para pássaros,bebedouro pará pássaros,bebedouro,['./datasets/spread_the_sign/videos/bebedouro para pássaros.mp4'],SpreadTheSign,0,8
bebida,bebida,beber,['./datasets/spread_the_sign/videos/bebida.mp4'],SpreadTheSign,1,28
bebida,bebida,beber,['./datasets/acessibilidade_2/videos/bebida.wmv'],Acessibilidades2,0,1
bebida,bebida,beber,['./datasets/acessibilidade_3/videos/bebidaSm_Prog001.mp4'],Acessibilidades3,0,2
bebida energética,bebida energética,bebida,['./datasets/spread_the_sign/videos/bebida energética.mp4'],SpreadTheSign,0,12
bebida gelada,bebida gelada,bebida,['./datasets/spread_the_sign/videos/bebida gelada.mp4'],SpreadTheSign,0,4
bebidas,bebidas,bebida,['./datasets/youtube_v2/videos/Libras - Bebidas (720p_30fps_H264-128kbit_AAC).mp4'],Youtube,0,41
bebê,bebê,bebê,['datasets/ufsc/videos/BEB%C3%8A.mp4'],UFSC,0,46
bebê,bebê,bebê,['./datasets/ufv/videos/01603-Bebê.mp4'],UFV,0,48
bebê,bebê,bebê,['./datasets/spread_the_sign/videos/bebê.mp4'],SpreadTheSign,0,12
bebê,bebê,bebê,['./datasets/usp/videos/bebê.mp4'],USP,0,47
bebê,bebê,bebê,['./datasets/ufsc_v2/videos/BEBÊ.mp4'],UFSC_V2,0,42
beco sem saída,beco sem saída,beco,['./datasets/spread_the_sign/videos/beco sem saída.mp4'],SpreadTheSign,0,8
bege,bege,Bege,['./datasets/youtube_v2/videos/Libras - Bege (1080p_30fps_H264-128kbit_AAC).mp4'],Youtube,1,41
bege,bege,Bege,['./datasets/spread_the_sign/videos/bege.mp4'],SpreadTheSign,1,31
bege,bege,Bege,['./datasets/ufsc_v2/videos/BEGE.mp4'],UFSC_V2,0,42
bege,bege,Bege,['./datasets/acessibilidade_3/videos/begeSm_Prog001.mp4'],Acessibilidades3,0,2
bege,bege,Bege,['datasets/ufsc/videos/BEGE.mp4'],UFSC,0,46
bege,bege,Bege,['./datasets/acessibilidade_2/videos/bege.wmv'],Acessibilidades2,0,1
behaviorismo,behaviorismo,behaviorismo,['datasets/ufsc/videos/BEHAVIORISMO.mp4'],UFSC,0,45
behaviorismo,behaviorismo,behaviorismo,['./datasets/ufsc_v2/videos/BEHAVIORISMO.mp4'],UFSC_V2,0,42
beijo,beijo,beijo,['./datasets/acessibilidade_2/videos/beijo.wmv'],Acessibilidades2,0,1
beijo,beijo,beijo,['./datasets/spread_the_sign/videos/beijo.mp4'],SpreadTheSign,1,8
beijo,beijo,beijo,['./datasets/acessibilidade_3/videos/beijoSm_Prog001.mp4'],Acessibilidades3,0,2
beira mar,beira mar,Beira,['datasets/ufsc/videos/BEIRA-MAR.mp4'],UFSC,0,43
beira mar,beira mar,Beira,['./datasets/ufsc_v2/videos/BEIRA-MAR.mp4'],UFSC_V2,0,42
beisebol,beisebol,beisebol,['./datasets/acessibilidade_2/videos/beisebol.wmv'],Acessibilidades2,0,1
beisebol,beisebol,beisebol,['./datasets/acessibilidade_3/videos/beisebolSm_Prog001.mp4'],Acessibilidades3,0,2
belas artes,belas artes,belo,['./datasets/spread_the_sign/videos/belas-artes.mp4'],SpreadTheSign,0,8
beleza,beleza,beleza,['./datasets/acessibilidade_2/videos/beleza.wmv'],Acessibilidades2,0,1
beleza,beleza,beleza,['./datasets/acessibilidade_3/videos/belezaSm_Prog001.mp4'],Acessibilidades3,0,2
beleza,beleza,beleza,['./datasets/spread_the_sign/videos/beleza.mp4'],SpreadTheSign,0,65
beleza,beleza,beleza,['./datasets/ufv/videos/beleza.mp4'],UFV,0,50
belgica,bélgica,belgico,['./datasets/acessibilidade_3/videos/belgicaSm_Prog001.mp4'],Acessibilidades3,0,2
belgica,bélgica,belgico,['./datasets/acessibilidade_2/videos/belgica.wmv'],Acessibilidades2,0,1
beliscar,beliscar,beliscar,['./datasets/acessibilidade_2/videos/beliscar.wmv'],Acessibilidades2,0,1
beliscar,beliscar,beliscar,['./datasets/acessibilidade_3/videos/beliscarSm_Prog001.mp4'],Acessibilidades3,0,2
belize,belize,belizar,['datasets/ufsc/videos/BELIZE.mp4'],UFSC,0,45
belize,belize,belizar,['./datasets/ufsc_v2/videos/BELIZE.mp4'],UFSC_V2,0,42
belo,belo,Belo,['./datasets/acessibilidade_2/videos/belo.wmv'],Acessibilidades2,0,1
belo,belo,Belo,['./datasets/spread_the_sign/videos/belo.mp4'],SpreadTheSign,0,18
belo,belo,Belo,['./datasets/acessibilidade_3/videos/beloSm_Prog001.mp4'],Acessibilidades3,0,2
belo horizonte,belo horizonte,Belo,['./datasets/youtube_v2/videos/Libras - Belo Horizonte (720p_30fps_H264-128kbit_AAC).mp4'],Youtube,0,41
belo horizonte,belo horizonte,Belo,['./datasets/acessibilidade_3/videos/belo_horizonteSm_Prog001.mp4'],Acessibilidades3,0,2
belo horizonte,belo horizonte,Belo,['./datasets/acessibilidade_2/videos/belo_horizonte.wmv'],Acessibilidades2,0,1
bem estar bem,bem estar bem,bem,['./datasets/usp/videos/bem_estar_bem.mp4'],USP,0,47
bem informado,bem informado,bem,['./datasets/spread_the_sign/videos/bem informado.mp4'],SpreadTheSign,0,8
bem parecido,bem parecido,bem,['./datasets/spread_the_sign/videos/Bem parecido.mp4'],SpreadTheSign,0,18
bem passado,bem passado,bem,['./datasets/spread_the_sign/videos/bem passado.mp4'],SpreadTheSign,0,12
bem vindo,bem vindo,bem,['./datasets/acessibilidade_2/videos/bem_vindo.wmv'],Acessibilidades2,0,1
bem vindo,bem vindo,bem,['./datasets/usp/videos/bem-vindo.mp4'],USP,1,47
bem vindo,bem vindo,bem,['./datasets/acessibilidade_3/videos/bem_vindoSm_Prog001.mp4'],Acessibilidades3,0,2
bem_  bom,bem_  bom,bem,['./datasets/youtube_v2/videos/Libras - Bem_ Bom (1080p_30fps_H264-128kbit_AAC).mp4'],Youtube,0,41
ben,ben,ben,['datasets/ufsc/videos/BEN-10.mp4'],UFSC,0,44
ben,ben,ben,['./datasets/ufsc_v2/videos/BEN-10.mp4'],UFSC_V2,0,42
bencao,benção,bencao,['./datasets/acessibilidade_3/videos/bencaoSm_Prog001.mp4'],Acessibilidades3,0,2
bencao,benção,bencao,['./datasets/acessibilidade_2/videos/bencao.wmv'],Acessibilidades2,0,1
benzer,benzer,benzer,['./datasets/acessibilidade_2/videos/benzer.wmv'],Acessibilidades2,0,1
benzer,benzer,benzer,['./datasets/acessibilidade_3/videos/benzerSm_Prog001.mp4'],Acessibilidades3,0,2
berbequim,berbequim,berbequim,['./datasets/spread_the_sign/videos/berbequim.mp4'],SpreadTheSign,0,28
berco,berço,berco,['./datasets/acessibilidade_2/videos/berco.wmv'],Acessibilidades2,0,1
berco,berço,berco,['./datasets/acessibilidade_3/videos/bercoSm_Prog001.mp4'],Acessibilidades3,0,2
bermuda,bermuda,bermudar,['./datasets/ufv/videos/01791-bermuda.mp4'],UFV,0,48
bermuda,bermuda,bermudar,['./datasets/acessibilidade_2/videos/bermuda.wmv'],Acessibilidades2,0,1
berrante,berrante,berrante,['./datasets/acessibilidade_2/videos/berrante.wmv'],Acessibilidades2,0,1
berrante,berrante,berrante,['./datasets/acessibilidade_3/videos/berranteSm_Prog001.mp4'],Acessibilidades3,0,2
berrar,berrar,berrar,['./datasets/acessibilidade_3/videos/berrarSm_Prog001.mp4'],Acessibilidades3,0,2
berrar,berrar,berrar,['./datasets/acessibilidade_2/videos/berrar.wmv'],Acessibilidades2,0,1
besteira,besteira,besteira,['./datasets/acessibilidade_2/videos/besteira.wmv'],Acessibilidades2,0,1
besteira,besteira,besteira,['./datasets/acessibilidade_3/videos/besteiraSm_Prog001.mp4'],Acessibilidades3,0,2
bexiga,bexiga,bexigo,['./datasets/acessibilidade_3/videos/bexigaSm_Prog001.mp4'],Acessibilidades3,0,2
bexiga,bexiga,bexigo,['./datasets/acessibilidade_2/videos/bexiga.wmv'],Acessibilidades2,0,1
bexiga ou balão,bexiga ou balão,bexiga,['./datasets/spread_the_sign/videos/bexiga ou balão.mp4'],SpreadTheSign,0,21
bibiografia,bibiografia,bibiografia,['./datasets/acessibilidade_3/videos/bibiografiaSm_Prog001.mp4'],Acessibilidades3,0,2
biblia,bíblia,biblio,['./datasets/acessibilidade_2/videos/biblia.wmv'],Acessibilidades2,0,1
bibliografia,bibliografia,bibliografio,['./datasets/spread_the_sign/videos/bibliografia.mp4'],SpreadTheSign,0,8
bibliografia,bibliografia,bibliografio,['./datasets/acessibilidade_2/videos/bibliografia.wmv'],Acessibilidades2,0,1
bicampeao,bicampeão,Bicampeao,['./datasets/acessibilidade_3/videos/bicampeaoSm_Prog001.mp4'],Acessibilidades3,0,2
bicampeao,bicampeão,Bicampeao,['./datasets/acessibilidade_2/videos/bicampeao.wmv'],Acessibilidades2,0,1
bicar,bicar,bicar,['./datasets/acessibilidade_2/videos/bicar.wmv'],Acessibilidades2,0,1
bicar,bicar,bicar,['./datasets/acessibilidade_3/videos/bicarSm_Prog001.mp4'],Acessibilidades3,0,2
biceps,bíceps,bicep,['./datasets/acessibilidade_3/videos/bicepsSm_Prog001.mp4'],Acessibilidades3,0,2
biceps,bíceps,bicep,['./datasets/acessibilidade_2/videos/biceps.wmv'],Acessibilidades2,0,1
bicicleta,bicicleta,bicicleta,['./datasets/acessibilidade_3/videos/bicicletaSm_Prog001.mp4'],Acessibilidades3,0,2
bicicleta,bicicleta,bicicleta,['./datasets/youtube_v2/videos/Libras - Bicicleta (1080p_30fps_H264-128kbit_AAC).mp4'],Youtube,0,41
bicicleta,bicicleta,bicicleta,['./datasets/spread_the_sign/videos/Bicicleta.mp4'],SpreadTheSign,0,4
bicicleta,bicicleta,bicicleta,['datasets/ufsc/videos/BICICLETA.mp4'],UFSC,0,44
bicicleta,bicicleta,bicicleta,['./datasets/acessibilidade_2/videos/bicicleta.wmv'],Acessibilidades2,0,1
bicicleta,bicicleta,bicicleta,['./datasets/ufsc_v2/videos/BICICLETA.mp4'],UFSC_V2,0,42
bico,bico,bico,['./datasets/acessibilidade_2/videos/bico1.wmv'],Acessibilidades2,0,1
bico,bico,bico,['./datasets/spread_the_sign/videos/bico.mp4'],SpreadTheSign,0,8
bico,bico,bico,['./datasets/acessibilidade_3/videos/bicoSm_Prog001.mp4'],Acessibilidades3,0,2
bienio,biênio,bienio,['./datasets/acessibilidade_3/videos/bienioSm_Prog001.mp4'],Acessibilidades3,0,2
bienio,biênio,bienio,['./datasets/acessibilidade_2/videos/bienio.wmv'],Acessibilidades2,0,1
bigode,bigode,bigode,['./datasets/acessibilidade_3/videos/bigodeSm_Prog001.mp4'],Acessibilidades3,0,2
bigode,bigode,bigode,['datasets/ufsc/videos/BIGODE.mp4'],UFSC,0,43
bigode,bigode,bigode,['./datasets/spread_the_sign/videos/bigode.mp4'],SpreadTheSign,0,66
bigode,bigode,bigode,['./datasets/acessibilidade_2/videos/bigode.wmv'],Acessibilidades2,0,1
bigode,bigode,bigode,['./datasets/ufsc_v2/videos/BIGODE.mp4'],UFSC_V2,0,42
biguaçu,biguaçu,biguaçu,['datasets/ufsc/videos/BIGUA%C3%87U.mp4'],UFSC,0,43
biguaçu,biguaçu,biguaçu,['./datasets/ufsc_v2/videos/BIGUAÇU.mp4'],UFSC_V2,0,42
bilhao,bilhão,bilhao,['./datasets/acessibilidade_2/videos/bilhao.wmv'],Acessibilidades2,0,1
bilhao,bilhão,bilhao,['./datasets/acessibilidade_3/videos/bilhaoSm_Prog001.mp4'],Acessibilidades3,0,2
bilhar,bilhar,bilhar,['./datasets/acessibilidade_2/videos/bilhar.wmv'],Acessibilidades2,0,1
bilhar,bilhar,bilhar,['./datasets/spread_the_sign/videos/bilhar.mp4'],SpreadTheSign,0,4
bilhar,bilhar,bilhar,['./datasets/acessibilidade_3/videos/bilharSm_Prog001.mp4'],Acessibilidades3,0,2
bilhete,bilhete,bilhete,['./datasets/acessibilidade_3/videos/bilheteSm_Prog001.mp4'],Acessibilidades3,0,2
bilhete,bilhete,bilhete,['./datasets/acessibilidade_2/videos/bilhete.wmv'],Acessibilidades2,0,1
bilhete,bilhete,bilhete,['./datasets/spread_the_sign/videos/Bilhete.mp4'],SpreadTheSign,1,8
bilhete de avião,bilhete de avião,bilhete,['./datasets/spread_the_sign/videos/Bilhete de avião.mp4'],SpreadTheSign,0,8
bilhete de embarque,bilhete de embarque,bilhete,['./datasets/spread_the_sign/videos/Bilhete de embarque.mp4'],SpreadTheSign,0,8
bilinguismo,bilinguismo,bilinguismo,['./datasets/acessibilidade_2/videos/bilinguismo.wmv'],Acessibilidades2,0,1
bilinguismo,bilinguismo,bilinguismo,['./datasets/acessibilidade_3/videos/bilinguismoSm_Prog001.mp4'],Acessibilidades3,0,2
bilinguismo,bilinguismo,bilinguismo,['./datasets/spread_the_sign/videos/bilinguismo.mp4'],SpreadTheSign,0,8
bilíngue,bilíngue,bilíngar,['./datasets/ufsc_v2/videos/BILÍNGUE.mp4'],UFSC_V2,0,42
bilíngue,bilíngue,bilíngar,['datasets/ufsc/videos/BIL%C3%8DNGUE.mp4'],UFSC,0,44
bimodal,bimodal,bimodal,['datasets/ufsc/videos/BIMODAL.mp4'],UFSC,0,43
bimodal,bimodal,bimodal,['./datasets/ufsc_v2/videos/BIMODAL.mp4'],UFSC_V2,0,42
bimodalidade,bimodalidade,bimodalidade,['./datasets/ufsc_v2/videos/BIMODALIDADE.mp4'],UFSC_V2,0,42
bimodalidade,bimodalidade,bimodalidade,['datasets/ufsc/videos/BIMODALIDADE.mp4'],UFSC,0,43
binario,binário,binario,['./datasets/ufv/videos/binario.mp4'],UFV,0,54
bingo,bingo,bingo,['./datasets/acessibilidade_3/videos/bingoSm_Prog001.mp4'],Acessibilidades3,0,2
bingo,bingo,bingo,['./datasets/acessibilidade_2/videos/bingo.wmv'],Acessibilidades2,0,1
binoculos,binóculos,binoculo,['./datasets/acessibilidade_2/videos/binoculos.wmv'],Acessibilidades2,0,1
binoculos,binóculos,binoculo,['./datasets/acessibilidade_3/videos/binoculosSm_Prog001.mp4'],Acessibilidades3,0,2
binóculo,binóculo,binóculo,['./datasets/ufsc_v2/videos/BINÓCULO.mp4'],UFSC_V2,0,42
binóculos,binóculos,binóculo,['datasets/ufsc/videos/BIN%C3%93CULOS.mp4'],UFSC,0,43
biodiversidade,biodiversidade,biodiversidade,['./datasets/spread_the_sign/videos/biodiversidade.mp4'],SpreadTheSign,0,8
biografia,biografia,biografia,['./datasets/spread_the_sign/videos/biografia.mp4'],SpreadTheSign,0,8
biologia,biologia,biologio,['./datasets/spread_the_sign/videos/biologia.mp4'],SpreadTheSign,0,8
biologia,biologia,biologio,['./datasets/acessibilidade_2/videos/biologia.wmv'],Acessibilidades2,0,1
biologia,biologia,biologio,['./datasets/youtube_v2/videos/Libras - Biologia (360p_25fps_H264-128kbit_AAC).mp4'],Youtube,1,41
biologia,biologia,biologio,['./datasets/acessibilidade_3/videos/biologiaSm_Prog001.mp4'],Acessibilidades3,0,2
biologo,biólogo,biologo,['./datasets/acessibilidade_3/videos/biologoSm_Prog001.mp4'],Acessibilidades3,0,2
biologo,biólogo,biologo,['./datasets/acessibilidade_2/videos/biologo.wmv'],Acessibilidades2,0,1
biosfera,biosfera,biosfera,['./datasets/spread_the_sign/videos/biosfera.mp4'],SpreadTheSign,0,8
biquini,biquíni,Biquini,['./datasets/youtube_v2/videos/Libras - Biquini (480p_30fps_H264-128kbit_AAC).mp4'],Youtube,0,51
biquini,biquíni,Biquini,['./datasets/ufv/videos/882-biquini.mp4'],UFV,2,48
biquini,biquíni,Biquini,['./datasets/spread_the_sign/videos/biquini.mp4'],SpreadTheSign,1,66
biquini,biquíni,Biquini,['./datasets/acessibilidade_2/videos/biquini.wmv'],Acessibilidades2,1,1
bisavo,bisavó,Bisavo,['./datasets/acessibilidade_2/videos/bisavo.wmv'],Acessibilidades2,0,1
bisavo,bisavó,Bisavo,['./datasets/acessibilidade_3/videos/bisavoSm_Prog001.mp4'],Acessibilidades3,0,2
bisavó,bisavó,bisavó,['./datasets/ufv/videos/892-bisavó.mp4'],UFV,0,48
bisbilhotar,bisbilhotar,bisbilhotar,['./datasets/acessibilidade_3/videos/bisbilhotarSm_Prog001.mp4'],Acessibilidades3,0,2
bisbolhotar,bisbolhotar,bisbolhotar,['./datasets/acessibilidade_2/videos/bisbolhotar.wmv'],Acessibilidades2,0,1
biscate,biscate,biscate,['./datasets/acessibilidade_3/videos/biscateSm_Prog001.mp4'],Acessibilidades3,0,2
biscate,biscate,biscate,['./datasets/acessibilidade_2/videos/biscate.wmv'],Acessibilidades2,0,1
biscoito,biscoito,biscoito,['./datasets/acessibilidade_2/videos/biscoito.wmv'],Acessibilidades2,0,1
biscoito,biscoito,biscoito,['./datasets/youtube_v2/videos/Libras - biscoito (360p_25fps_H264-128kbit_AAC).mp4'],Youtube,1,41
biscoito,biscoito,biscoito,['./datasets/youtube_v2/videos/Libras - biscoito (360p_25fps_H264-128kbit_AAC)_2.mp4'],Youtube,0,41
biscoito,biscoito,biscoito,['./datasets/ufsc_v2/videos/BISCOITO.mp4'],UFSC_V2,0,42
biscoito,biscoito,biscoito,['./datasets/spread_the_sign/videos/biscoito.mp4'],SpreadTheSign,0,67
biscoito,biscoito,biscoito,['./datasets/acessibilidade_3/videos/biscoitoSm_Prog001.mp4'],Acessibilidades3,0,2
biscoito,biscoito,biscoito,['datasets/ufsc/videos/BISCOITO.mp4'],UFSC,0,46
biscoito,biscoito,biscoito,['./datasets/youtube_v2/videos/Libras - Biscoito (1080p_30fps_VP9-128kbit_AAC).mkv'],Youtube,0,41
biscoito água e sal,biscoito água e sal,biscoito,['./datasets/ufv/videos/biscoito-água-e-sal.mp4'],UFV,0,50
bisnaga,bisnaga,bisnago,['./datasets/acessibilidade_3/videos/bisnagaSm_Prog001.mp4'],Acessibilidades3,0,2
bisnaga,bisnaga,bisnago,['./datasets/acessibilidade_2/videos/bisnaga.wmv'],Acessibilidades2,0,1
bispo,bispo,Bispo,['./datasets/acessibilidade_3/videos/bispo1Sm_Prog001.mp4'],Acessibilidades3,0,2
bispo,bispo,Bispo,['./datasets/acessibilidade_2/videos/bispo1.wmv'],Acessibilidades2,0,1
bissexual,bissexual,bissexual,['./datasets/acessibilidade_3/videos/bissexualSm_Prog001.mp4'],Acessibilidades3,0,2
bissexual,bissexual,bissexual,['./datasets/ufsc_v2/videos/BISSEXUAL.mp4'],UFSC_V2,0,42
bissexual,bissexual,bissexual,['datasets/ufsc/videos/BISSEXUAL.mp4'],UFSC,0,43
bissexual,bissexual,bissexual,['./datasets/acessibilidade_2/videos/bissexual.wmv'],Acessibilidades2,0,1
bissexual,bissexual,bissexual,['./datasets/spread_the_sign/videos/bissexual.mp4'],SpreadTheSign,1,8
bisávos,bisávos,bisávo,['./datasets/ufsc_v2/videos/BISÁVOS.mp4'],UFSC_V2,0,42
bisávos,bisávos,bisávo,['datasets/ufsc/videos/BIS%C3%81VOS.mp4'],UFSC,0,44
blasfemar,blasfemar,blasfemar,['./datasets/acessibilidade_2/videos/blasfemar.wmv'],Acessibilidades2,0,1
blasfemar,blasfemar,blasfemar,['./datasets/acessibilidade_3/videos/blasfemarSm_Prog001.mp4'],Acessibilidades3,0,2
