name,checked,lemma,path,dictionary,group,actor
cabeca,cabeça,cabecar,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_3/videos/cabecaSm_Prog001.mp4'],Acessibilidades3,0,2
cabeca,cabeça,cabeça,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc_v2/videos/CABEÇA.mp4'],UFSC_V2,0,42
cabeca,cabeça,cabeça,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufv/videos/834-cabeça.mp4'],UFV,2,48
cabeca,cabeça,cabeça,['/mnt/B-SSD/LIBRAS-dataset/datasets/youtube_v2/videos/Libras - Cabeça (1080p_30fps_H264-128kbit_AAC).mp4'],Youtube,1,41
cabeca,cabeça,cabeça,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc/videos/CABE%C3%87A.mp4'],UFSC,0,43
cada,cada,cada,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_2/videos/cada2.wmv'],Acessibilidades2,0,1
cada,cada,cada,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_2/videos/cada1.wmv'],Acessibilidades2,1,1
cada,cada,cada,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_3/videos/cada1Sm_Prog001.mp4'],Acessibilidades3,1,2
cada,cada,cada,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_3/videos/cada2Sm_Prog001.mp4'],Acessibilidades3,0,2
cada,cada,cada,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc/videos/CADA.mp4'],UFSC,0,43
cada,cada,cada,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc_v2/videos/CADA.mp4'],UFSC_V2,0,42
caderno,caderno,caderno,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc/videos/CADERNO2.mp4'],UFSC,0,43
caderno,caderno,caderno,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_3/videos/cadernoSm_Prog001.mp4'],Acessibilidades3,0,2
caderno,caderno,caderno,['/mnt/B-SSD/LIBRAS-dataset/datasets/youtube_v2/videos/Libras - Caderno (1080p_30fps_H264-128kbit_AAC).mp4'],Youtube,0,41
caderno,caderno,caderno,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc/videos/CADERNO.mp4'],UFSC,0,43
caderno,caderno,caderno,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc_v2/videos/CADERNO.mp4'],UFSC_V2,0,42
caderno,caderno,caderno,['/mnt/B-SSD/LIBRAS-dataset/datasets/usp/videos/caderno.mp4'],USP,1,47
caderno,caderno,caderno,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_2/videos/caderno.wmv'],Acessibilidades2,0,1
caderno,caderno,caderno,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc_v2/videos/CADERNO2.mp4'],UFSC_V2,0,42
caju,caju,caju,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc_v2/videos/CAJU.mp4'],UFSC_V2,0,42
caju,caju,caju,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_2/videos/caju.wmv'],Acessibilidades2,1,1
caju,caju,caju,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_3/videos/cajuSm_Prog001.mp4'],Acessibilidades3,2,2
caju,caju,caju,['/mnt/B-SSD/LIBRAS-dataset/datasets/youtube_v2/videos/Libras - Caju (1080p_30fps_H264-128kbit_AAC).mp4'],Youtube,0,41
caju,caju,caju,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc/videos/CAJU.mp4'],UFSC,0,44
calculadora,calculadora,calculadorar,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_3/videos/calculadoraSm_Prog001.mp4'],Acessibilidades3,0,2
calculadora,calculadora,calculadorar,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc/videos/CALCULADORA.mp4'],UFSC,0,43
calculadora,calculadora,calculadorar,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_2/videos/calculadora.wmv'],Acessibilidades2,0,1
calculadora,calculadora,calculadorar,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufv/videos/calculadora.mp4'],UFV,1,50
calculadora,calculadora,calculadorar,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc_v2/videos/CALCULADORA.mp4'],UFSC_V2,0,42
cenoura,cenoura,cenoura,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc/videos/CENOURA2.mp4'],UFSC,1,44
cenoura,cenoura,cenoura,['/mnt/B-SSD/LIBRAS-dataset/datasets/youtube_v2/videos/Libras - Cenoura (1080p_30fps_H264-128kbit_AAC).mp4'],Youtube,2,41
cenoura,cenoura,cenoura,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc/videos/CENOURA.mp4'],UFSC,0,44
cenoura,cenoura,cenoura,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_3/videos/cenoura1Sm_Prog001.mp4'],Acessibilidades3,2,2
cenoura,cenoura,cenoura,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc_v2/videos/CENOURA2.mp4'],UFSC_V2,1,42
cenoura,cenoura,cenoura,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_2/videos/cenoura1.wmv'],Acessibilidades2,2,1
cenoura,cenoura,cenoura,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc_v2/videos/CENOURA.mp4'],UFSC_V2,0,42
cha,chá,cha,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_2/videos/cha.wmv'],Acessibilidades2,1,1
cha,chá,cha,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_2/videos/cha1.wmv'],Acessibilidades2,0,1
cha,chá,cha,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_3/videos/cha1Sm_Prog001.mp4'],Acessibilidades3,0,2
cha,chá,cha,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_3/videos/cha2Sm_Prog001.mp4'],Acessibilidades3,1,2
cha,chá,chá,['/mnt/B-SSD/LIBRAS-dataset/datasets/youtube_v2/videos/Libras - Chá (720p_30fps_H264-128kbit_AAC).mp4'],Youtube,0,41
cha,chá,chá,['/mnt/B-SSD/LIBRAS-dataset/datasets/youtube_v2/videos/Libras - Chá (1080p_30fps_H264-128kbit_AAC).mp4'],Youtube,0,41
cha,chá,chá,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc/videos/CH%C3%81.mp4'],UFSC,0,43
cha,chá,chá,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc_v2/videos/CHÁ.mp4'],UFSC_V2,0,42
chefe,chefe,chefe,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc_v2/videos/CHEFE2.mp4'],UFSC_V2,0,42
chefe,chefe,chefe,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc_v2/videos/CHEFE.mp4'],UFSC_V2,1,42
chefe,chefe,chefe,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc/videos/CHEFE.mp4'],UFSC,1,44
chefe,chefe,chefe,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_2/videos/chefe.wmv'],Acessibilidades2,1,1
chefe,chefe,chefe,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc/videos/CHEFE2.mp4'],UFSC,0,44
chefe,chefe,chefe,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_3/videos/chefeSm_Prog001.mp4'],Acessibilidades3,1,2
chefe,chefe,chefe,['/mnt/B-SSD/LIBRAS-dataset/datasets/youtube_v2/videos/Libras - Chefe (720p_30fps_H264-128kbit_AAC).mp4'],Youtube,1,41
chiclete,chiclete,chiclete,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_3/videos/chiclete1Sm_Prog001.mp4'],Acessibilidades3,2,2
chiclete,chiclete,chiclete,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_2/videos/chiclete2.wmv'],Acessibilidades2,1,1
chiclete,chiclete,chiclete,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_2/videos/chiclete1.wmv'],Acessibilidades2,2,1
chiclete,chiclete,chiclete,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc_v2/videos/CHICLETE.mp4'],UFSC_V2,0,42
chiclete,chiclete,chiclete,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_3/videos/chiclete2Sm_Prog001.mp4'],Acessibilidades3,1,2
chiclete,chiclete,chiclete,['/mnt/B-SSD/LIBRAS-dataset/datasets/youtube_v2/videos/Libras - Chiclete (1080p_30fps_H264-128kbit_AAC).mp4'],Youtube,3,41
chiclete,chiclete,chiclete,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc/videos/CHICLETE.mp4'],UFSC,0,43
chutar,chutar,chutar,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufv/videos/01612-Chutar.mp4'],UFV,0,48
chutar,chutar,chutar,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc/videos/CHUTAR.mp4'],UFSC,0,44
chutar,chutar,chutar,['/mnt/B-SSD/LIBRAS-dataset/datasets/youtube_v2/videos/Libras - Chutar (1080p_30fps_H264-128kbit_AAC).mp4'],Youtube,0,41
chutar,chutar,chutar,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc_v2/videos/CHUTAR.mp4'],UFSC_V2,0,42
chutar,chutar,chutar,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_2/videos/chutar2.wmv'],Acessibilidades2,0,1
chutar,chutar,chutar,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_2/videos/chutar1.wmv'],Acessibilidades2,1,1
chutar,chutar,chutar,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_3/videos/chutar2Sm_Prog001.mp4'],Acessibilidades3,0,2
chutar,chutar,chutar,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_3/videos/chutar1Sm_Prog001.mp4'],Acessibilidades3,1,2
cinco,cinco,cinco,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc/videos/E(cinco).mp4'],UFSC,1,45
cinco,cinco,cinco,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_3/videos/cincoSm_Prog001.mp4'],Acessibilidades3,0,2
cinco,cinco,cinco,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_2/videos/cinco.wmv'],Acessibilidades2,0,1
cinco,cinco,cinco,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc_v2/videos/CINCO2.mp4'],UFSC_V2,1,42
cinco,cinco,cinco,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc/videos/CINCO.mp4'],UFSC,0,45
cinco,cinco,cinco,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufv/videos/1341-cinco.mp4'],UFV,0,48
confiar,confiar,confiar,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_2/videos/confiar.wmv'],Acessibilidades2,0,1
confiar,confiar,confiar,['/mnt/B-SSD/LIBRAS-dataset/datasets/usp/videos/confiar.mp4'],USP,0,47
confiar,confiar,confiar,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc_v2/videos/CONFIAR.mp4'],UFSC_V2,1,42
confiar,confiar,confiar,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc/videos/CONFIAR.mp4'],UFSC,1,43
confiar,confiar,confiar,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_3/videos/confiarSm_Prog001.mp4'],Acessibilidades3,0,2
confusao,confusão,confusao,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_2/videos/confusao2.wmv'],Acessibilidades2,0,1
confusao,confusão,confusao,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_2/videos/confusao1.wmv'],Acessibilidades2,1,1
confusao,confusão,confusao,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_3/videos/confusao1Sm_Prog001.mp4'],Acessibilidades3,1,2
confusao,confusão,confusao,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_3/videos/confusao2Sm_Prog001.mp4'],Acessibilidades3,0,2
confusao,confusão,confusão,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc_v2/videos/CONFUSÃO.mp4'],UFSC_V2,0,42
confusao,confusão,confusão,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc/videos/CONFUS%C3%83O.mp4'],UFSC,0,43
conhecer,conhecer,conhecer,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc_v2/videos/CONHECER.mp4'],UFSC_V2,0,42
conhecer,conhecer,conhecer,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_3/videos/conhecerSm_Prog001.mp4'],Acessibilidades3,0,2
conhecer,conhecer,conhecer,['/mnt/B-SSD/LIBRAS-dataset/datasets/youtube_v2/videos/Libras - Conhecer (1080p_30fps_H264-128kbit_AAC).mp4'],Youtube,0,41
conhecer,conhecer,conhecer,['/mnt/B-SSD/LIBRAS-dataset/datasets/usp/videos/conhecer.mp4'],USP,0,47
conhecer,conhecer,conhecer,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_2/videos/conhecer.wmv'],Acessibilidades2,0,1
conhecer,conhecer,conhecer,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufv/videos/01617-Conhecer.mp4'],UFV,0,48
conhecer,conhecer,conhecer,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc/videos/CONHECER.mp4'],UFSC,0,44
conseguir,conseguir,conseguir,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc_v2/videos/CONSEGUIR.mp4'],UFSC_V2,0,42
conseguir,conseguir,conseguir,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_2/videos/conseguir.wmv'],Acessibilidades2,0,1
conseguir,conseguir,conseguir,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_3/videos/conseguirSm_Prog001.mp4'],Acessibilidades3,0,2
conseguir,conseguir,conseguir,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc/videos/CONSEGUIR.mp4'],UFSC,0,44
conseguir,conseguir,conseguir,['/mnt/B-SSD/LIBRAS-dataset/datasets/usp/videos/conseguir.mp4'],USP,0,47
conversar,conversar,conversar,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc/videos/CONVERSAR.mp4'],UFSC,0,44
conversar,conversar,conversar,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc_v2/videos/CONVERSAR.mp4'],UFSC_V2,0,42
conversar,conversar,conversar,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufv/videos/01622-Conversar.mp4'],UFV,0,48
conversar,conversar,conversar,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc/videos/CONVERSAR2.mp4'],UFSC,1,44
conversar,conversar,conversar,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_2/videos/conversar.wmv'],Acessibilidades2,0,1
conversar,conversar,conversar,['/mnt/B-SSD/LIBRAS-dataset/datasets/youtube_v2/videos/Libras - Conversar (1080p_30fps_H264-128kbit_AAC).mp4'],Youtube,0,41
conversar,conversar,conversar,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_3/videos/conversarSm_Prog001.mp4'],Acessibilidades3,0,2
conversar,conversar,conversar,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc_v2/videos/CONVERSAR2.mp4'],UFSC_V2,1,42
conversar,conversar,conversar,['/mnt/B-SSD/LIBRAS-dataset/datasets/usp/videos/conversar.mp4'],USP,0,47
covarde,covarde,covarde,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_2/videos/covarde.wmv'],Acessibilidades2,0,1
covarde,covarde,covarde,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc/videos/COVARDE.mp4'],UFSC,0,43
covarde,covarde,covarde,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc_v2/videos/COVARDE.mp4'],UFSC_V2,0,42
covarde,covarde,covarde,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_3/videos/covardeSm_Prog001.mp4'],Acessibilidades3,0,2
covarde,covarde,covarde,['/mnt/B-SSD/LIBRAS-dataset/datasets/youtube_v2/videos/Libras - Covarde (360p_25fps_H264-128kbit_AAC).mp4'],Youtube,1,41
crescer,crescer,crescer,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_3/videos/crescer2Sm_Prog001.mp4'],Acessibilidades3,1,2
crescer,crescer,crescer,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_3/videos/crescer1Sm_Prog001.mp4'],Acessibilidades3,0,2
crescer,crescer,crescer,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc_v2/videos/CRESCER.mp4'],UFSC_V2,0,42
crescer,crescer,crescer,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_2/videos/crescer1.wmv'],Acessibilidades2,0,1
crescer,crescer,crescer,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc/videos/CRESCER.mp4'],UFSC,0,44
crescer,crescer,crescer,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_2/videos/crescer2.wmv'],Acessibilidades2,1,1
criar,criar,criar,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc/videos/CRIAR.mp4'],UFSC,0,43
criar,criar,criar,['/mnt/B-SSD/LIBRAS-dataset/datasets/usp/videos/criar.mp4'],USP,4,47
criar,criar,criar,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc_v2/videos/CRIAR.mp4'],UFSC_V2,0,42
criar,criar,criar,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_2/videos/criar2.wmv'],Acessibilidades2,0,1
criar,criar,criar,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_3/videos/criar3Sm_Prog001.mp4'],Acessibilidades3,1,2
criar,criar,criar,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_2/videos/criar3.wmv'],Acessibilidades2,1,1
criar,criar,criar,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_3/videos/criar1Sm_Prog001.mp4'],Acessibilidades3,3,2
criar,criar,criar,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_2/videos/criar4.wmv'],Acessibilidades2,2,1
criar,criar,criar,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_3/videos/criar2Sm_Prog001.mp4'],Acessibilidades3,0,2
criar,criar,criar,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_2/videos/criar1.wmv'],Acessibilidades2,3,1
criar,criar,criar,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_3/videos/criar4Sm_Prog001.mp4'],Acessibilidades3,2,2
destruir,destruir,destruir,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_2/videos/destruir2.wmv'],Acessibilidades2,1,1
destruir,destruir,destruir,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_2/videos/destruir1.wmv'],Acessibilidades2,0,1
destruir,destruir,destruir,['/mnt/B-SSD/LIBRAS-dataset/datasets/youtube_v2/videos/Libras - Destruir (1080p_30fps_VP9-128kbit_AAC).mkv'],Youtube,2,41
destruir,destruir,destruir,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufv/videos/01642-destruir.mp4'],UFV,1,48
destruir,destruir,destruir,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_3/videos/destruir2Sm_Prog001.mp4'],Acessibilidades3,1,2
destruir,destruir,destruir,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc_v2/videos/DESTRUIR.mp4'],UFSC_V2,2,42
destruir,destruir,destruir,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_3/videos/destruir1Sm_Prog001.mp4'],Acessibilidades3,0,2
destruir,destruir,destruir,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc/videos/DESTRUIR.mp4'],UFSC,2,44
dezembro,dezembro,dezembro,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc/videos/DEZEMBRO.mp4'],UFSC,0,444
dezembro,dezembro,dezembro,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_2/videos/dezembro.wmv'],Acessibilidades2,0,1
dezembro,dezembro,dezembro,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_3/videos/dezembroSm_Prog001.mp4'],Acessibilidades3,0,2
dezembro,dezembro,dezembro,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc_v2/videos/DEZEMBRO.mp4'],UFSC_V2,0,42
dezembro,dezembro,dezembro,['/mnt/B-SSD/LIBRAS-dataset/datasets/usp/videos/dezembro.mp4'],USP,0,47
dezembro,dezembro,dezembro,['/mnt/B-SSD/LIBRAS-dataset/datasets/youtube_v2/videos/Libras - Dezembro (1080p_30fps_VP9-128kbit_AAC).mkv'],Youtube,0,41
dezembro,dezembro,dezembro,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufv/videos/01515-Dezembro.mp4'],UFV,0,48
dicionario,dicionário,dicionario,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_2/videos/dicionario.wmv'],Acessibilidades2,0,1
dicionario,dicionário,dicionario,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufv/videos/dicionario.mp4'],UFV,1,50
dicionario,dicionário,dicionario,['/mnt/B-SSD/LIBRAS-dataset/datasets/usp/videos/dicionario.mp4'],USP,0,47
dicionario,dicionário,dicionario,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_3/videos/dicionarioSm_Prog001.mp4'],Acessibilidades3,0,2
dicionario,dicionário,dicionário,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc/videos/DICION%C3%81RIO.mp4'],UFSC,1,44
dicionario,dicionário,dicionário,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc_v2/videos/DICIONÁRIO2.mp4'],UFSC_V2,0,42
dicionario,dicionário,dicionário,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc_v2/videos/DICIONÁRIO.mp4'],UFSC_V2,1,42
dicionario,dicionário,dicionário,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc/videos/DICION%C3%81RIO2.mp4'],UFSC,0,43
diferente,diferente,diferente,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_3/videos/diferente1Sm_Prog001.mp4'],Acessibilidades3,0,2
diferente,diferente,diferente,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_2/videos/diferente.wmv'],Acessibilidades2,0,1
diferente,diferente,diferente,['/mnt/B-SSD/LIBRAS-dataset/datasets/usp/videos/diferente.mp4'],USP,0,47
diferente,diferente,diferente,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc/videos/DIFERENTE.mp4'],UFSC,0,43
diferente,diferente,diferente,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc_v2/videos/DIFERENTE.mp4'],UFSC_V2,0,42
diretor,diretor,diretor,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc/videos/DIRETOR.mp4'],UFSC,1,43
diretor,diretor,diretor,['/mnt/B-SSD/LIBRAS-dataset/datasets/usp/videos/diretor.mp4'],USP,0,47
diretor,diretor,diretor,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_2/videos/diretor.wmv'],Acessibilidades2,0,1
diretor,diretor,diretor,['/mnt/B-SSD/LIBRAS-dataset/datasets/youtube_v2/videos/Libras - Diretor (1080p_30fps_H264-128kbit_AAC).mp4'],Youtube,0,41
diretor,diretor,diretor,['/mnt/B-SSD/LIBRAS-dataset/datasets/youtube_v2/videos/Libras - Diretor (1080p_30fps_VP9-128kbit_AAC).mkv'],Youtube,0,41
diretor,diretor,diretor,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc_v2/videos/DIRETOR.mp4'],UFSC_V2,1,42
diretor,diretor,diretor,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufv/videos/1209-diretor.mp4'],UFV,0,48
diretor,diretor,diretor,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_3/videos/diretorSm_Prog001.mp4'],Acessibilidades3,0,2
disciplina,disciplina,disciplina,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc/videos/DISCIPLINA.mp4'],UFSC,0,43
disciplina,disciplina,disciplina,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_2/videos/disciplina2.wmv'],Acessibilidades2,1,1
disciplina,disciplina,disciplina,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc_v2/videos/DISCIPLINA.mp4'],UFSC_V2,0,42
disciplina,disciplina,disciplina,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_2/videos/disciplina1.wmv'],Acessibilidades2,0,1
disciplina,disciplina,disciplina,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_3/videos/disciplina1Sm_Prog001.mp4'],Acessibilidades3,0,2
disciplina,disciplina,disciplina,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_3/videos/disciplina2Sm_Prog001.mp4'],Acessibilidades3,1,2
dividir,dividir,dividir,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc_v2/videos/DIVIDIR.mp4'],UFSC_V2,0,42
dividir,dividir,dividir,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_2/videos/dividir1.wmv'],Acessibilidades2,0,1
dividir,dividir,dividir,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_3/videos/dividir2Sm_Prog001.mp4'],Acessibilidades3,1,2
dividir,dividir,dividir,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_2/videos/dividir2.wmv'],Acessibilidades2,1,1
dividir,dividir,dividir,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_2/videos/dividir3.wmv'],Acessibilidades2,2,1
dividir,dividir,dividir,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc/videos/DIVIDIR.mp4'],UFSC,0,43
dividir,dividir,dividir,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_3/videos/dividir3Sm_Prog001.mp4'],Acessibilidades3,2,2
dividir,dividir,dividir,['/mnt/B-SSD/LIBRAS-dataset/datasets/youtube_v2/videos/Libras - Dividir (1080p_30fps_VP9-128kbit_AAC).mkv'],Youtube,3,41
dividir,dividir,dividir,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_3/videos/dividir1Sm_Prog001.mp4'],Acessibilidades3,0,2
doce,doce,doce,['/mnt/B-SSD/LIBRAS-dataset/datasets/youtube_v2/videos/Libras - Doce (1080p_30fps_H264-128kbit_AAC).mp4'],Youtube,0,41
doce,doce,doce,['/mnt/B-SSD/LIBRAS-dataset/datasets/youtube_v2/videos/Libras - doce (360p_25fps_H264-128kbit_AAC).mp4'],Youtube,0,41
doce,doce,doce,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc/videos/DOCE.mp4'],UFSC,0,44
doce,doce,doce,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_3/videos/doceSm_Prog001.mp4'],Acessibilidades3,0,2
doce,doce,doce,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_2/videos/doce.wmv'],Acessibilidades2,0,1
doce,doce,doce,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc_v2/videos/DOCE.mp4'],UFSC_V2,0,42
doce,doce,doce,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufv/videos/doce.mp4'],UFV,0,50
