name,checked,lemma,path,dictionary,Link,Instituicao
aquisição da linguagem,aquisição da linguagem,aquisição,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/aquisição-da-linguagem.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/aquisi%C3%A7%C3%A3o-da-linguagem.mp4,UFV
chicote,chicote,chicote,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/chicote.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/chicote.mp4,UFV
deitar,deitar,deitar,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01633-Deitar.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01633-Deitar.mp4,UFV
hora,hora,hora,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01518-Hora.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01518-Hora.mp4,UFV
arquiteto,arquiteto,arquiteto,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/1402-arquiteto.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/1402-arquiteto.mp4,UFV
mesa,mesa,mesa,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01485-Mesa.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01485-Mesa.mp4,UFV
alho,alho,alho,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/alho.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/alho.mp4,UFV
feio,feio,feio,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/feio.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/feio.mp4,UFV
vela,vela,vela,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/vela.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/vela.mp4,UFV
por favor com licença,por favor com licença,por,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01450-Por-favor-com-licença.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01450-Por-favor-com-licen%C3%A7a.mp4,UFV
bandeira,bandeira,bandeira,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/bandeira.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/bandeira.mp4,UFV
escurecer,escurecer,escurecer,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/1314-escurecer.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1314-escurecer.mp4,UFV
gemeos,gêmeos,gemeo,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/903-gemeos.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/903-gemeos.mp4,UFV
mendigar,mendigar,mendigar,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01699-mendigar.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01699-mendigar.mp4,UFV
sol,sol,sol,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/1331-sol.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1331-sol.mp4,UFV
braço,braço,braço,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/833-braço.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/833-bra%C3%A7o.mp4,UFV
social,social,social,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/1366-social.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/1366-social.mp4,UFV
crer,crer,crer,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01628-Crer.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01628-Crer.mp4,UFV
senador,senador,senador,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01440-Senador.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01440-Senador.mp4,UFV
assustar,assustar,assustar,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01596-Assustar.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01596-Assustar.mp4,UFV
desenhar,desenhar,desenhar,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01640-desenhar.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01640-desenhar.mp4,UFV
prefeito,prefeito,prefeito,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01431-Prefeito.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01431-Prefeito.mp4,UFV
rins,rins,rim,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/1176-rins.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1176-rins.mp4,UFV
namorada,namorada,namorar,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/916-namorada.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/916-namorada.mp4,UFV
genro,genro,genro,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/904-genro.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/904-genro.mp4,UFV
batata,batata,batata,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/batata.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/batata.mp4,UFV
acidentedecarro,acidentedecarro,acidentedecarro,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/1224-acidentedecarro.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/1224-acidentedecarro.mp4,UFV
dolar,dólar,dolar,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/1185-dolar.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/1185-dolar.mp4,UFV
não conhecer,não conhecer,não,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01707-não-conhecer.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01707-n%C3%A3o-conhecer.mp4,UFV
balbucio,balbucio,balbucio,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/balbucio.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/balbucio.mp4,UFV
fino,fino,fino,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/fino.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/fino.mp4,UFV
azeitona,azeitona,azeitonar,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/azeitona.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/azeitona.mp4,UFV
coxa,coxa,coxa,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01161-coxa.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/01161-coxa.mp4,UFV
argentina,argentina,argentina,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01004-argentina.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/01004-argentina.mp4,UFV
adotar,adotar,adotar,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/888-adotar.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/888-adotar.mp4,UFV
tocantins,tocantins,tocantim,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/1275-tocantins.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1275-tocantins.mp4,UFV
batizar,batizar,batizar,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01602-Batizar.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01602-Batizar.mp4,UFV
rio,rio,Rio,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/1330-rio.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1330-rio.mp4,UFV
utero,útero,utero,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/843-utero.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/843-utero.mp4,UFV
solteiro,solteiro,solteiro,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/931-solteiro.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/931-solteiro.mp4,UFV
adiar,adiar,adiar,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01567-Adiar.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01567-Adiar.mp4,UFV
demitir,demitir,demitir,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01635-Demitir.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01635-Demitir.mp4,UFV
ajudar,ajudar,ajudar,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/709-ajudar.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/709-ajudar.mp4,UFV
garagem,garagem,garagem,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01476-Garagem.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01476-Garagem.mp4,UFV
computador,computador,computador,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01128-computador.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/01128-computador.mp4,UFV
familia,familia,familiar,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/898-familia.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/898-familia.mp4,UFV
sogro,sogro,sogro,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/930-sogro.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/930-sogro.mp4,UFV
construcao,construção,construcao,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/687-construcao.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/687-construcao.mp4,UFV
namorar,namorar,namorar,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01706-namorar.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01706-namorar.mp4,UFV
tomada,tomada,tomar,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01504-Tomada.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01504-Tomada.mp4,UFV
experimentar,experimentar,experimentar,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01667-experimentar.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01667-experimentar.mp4,UFV
muro,muro,muro,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01487-Muro.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01487-Muro.mp4,UFV
biscoito água e sal,biscoito água e sal,biscoito,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/biscoito-água-e-sal.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/biscoito-%C3%A1gua-e-sal.mp4,UFV
cuidar,cuidar,cuidar,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01630-Cuidar.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01630-Cuidar.mp4,UFV
construir,construir,construir,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01619-Construir.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01619-Construir.mp4,UFV
bermuda,bermuda,bermudar,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01791-bermuda.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01791-bermuda.mp4,UFV
feijao,feijão,feijao,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/feijao.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/feijao.mp4,UFV
pessoa,pessoa,pessoa,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/1363-pessoa.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/1363-pessoa.mp4,UFV
bone,boné,bone,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/851-bone.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/851-bone.mp4,UFV
dragao,dragão,dragao,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/dragao.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/dragao.mp4,UFV
relogio de parede,relógio de parede,relogio,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01496-Relogio-de-parede.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01496-Relogio-de-parede.mp4,UFV
ilha,ilha,ilha,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/1317-ilha.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1317-ilha.mp4,UFV
brigar,brigar,brigar,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01605-Brigar.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01605-Brigar.mp4,UFV
comemorar,comemorar,comemorar,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01613-Comemorar.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01613-Comemorar.mp4,UFV
bacon,bacon,bacon,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/bacon.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/08/bacon.mp4,UFV
banheiro,banheiro,banheiro,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/683-banheiro.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/683-banheiro.mp4,UFV
toalha de banho,toalha de banho,toalha,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01503-Toalha-de-banho.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01503-Toalha-de-banho.mp4,UFV
homicidio,homicídio,homicidio,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/1230-homicidio.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/1230-homicidio.mp4,UFV
estudar,estudar,estudar,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01664-estudar.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01664-estudar.mp4,UFV
desobedecer,desobedecer,desobedecer,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01641-desobedecer.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01641-desobedecer.mp4,UFV
rosacor,rosacor,rosacor,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01798-rosacor.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01798-rosacor.mp4,UFV
convite,convite,convite,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01130-convite.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/01130-convite.mp4,UFV
america central,américa central,americar,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01000-america-central.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/01000-america-central.mp4,UFV
cartao,cartão,cartao,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/cartao.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/cartao.mp4,UFV
chuveiro,chuveiro,chuveiror,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01466-Chuveiro.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01466-Chuveiro.mp4,UFV
tombo,tombo,tombo,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/tombo.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/tombo.mp4,UFV
sete,sete,sete,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/1349-sete.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/1349-sete.mp4,UFV
aparecer,aparecer,aparecer,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/aparecer.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/aparecer.mp4,UFV
churrasco,churrasco,churrasco,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/churrasco.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/churrasco.mp4,UFV
primo,primo,primo,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/926-primo.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/926-primo.mp4,UFV
melancia,melancia,melancia,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/766-melancia.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/766-melancia.mp4,UFV
alofone,alofone,alofone,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/alofone.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/alofone.mp4,UFV
coisa,coisa,coisa,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/coisa.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/coisa.mp4,UFV
barriga,barriga,barriga,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/823-barriga.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/823-barriga.mp4,UFV
mãe,mãe,mãe,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/911-mãe.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/911-m%C3%A3e.mp4,UFV
abstrato,abstrato,abstrato,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/abstrato.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/abstrato.mp4,UFV
doce,doce,doce,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/doce.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/doce.mp4,UFV
balde,balde,balder,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/balde.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/08/balde.mp4,UFV
areia,areia,areiar,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/1285-areia.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1285-areia.mp4,UFV
ventilador,ventilador,ventilador,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01508-Ventilador.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01508-Ventilador.mp4,UFV
correio,correio,correio,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01131-correio.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/01131-correio.mp4,UFV
amor,amor,amor,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01587-Amor.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01587-Amor.mp4,UFV
avenida,avenida,avenir,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01007-avenida.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/01007-avenida.mp4,UFV
nuvem,nuvem,nuvir,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/1326-nuvem.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1326-nuvem.mp4,UFV
sobrinha,sobrinha,sobrinhar,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/927-sobrinha.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/927-sobrinha.mp4,UFV
cereja,cereja,cerer,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/cereja.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/cereja.mp4,UFV
irmão,irmão,irmão,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/907-irmão.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/907-irm%C3%A3o.mp4,UFV
ping pong,ping pong,ping,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/00984-ping-pong.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/00984-ping-pong.mp4,UFV
jovem,jovem,jovem,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/908-jovem.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/908-jovem.mp4,UFV
coxinha,coxinha,coxinhar,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/coxinha.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/coxinha.mp4,UFV
amendoim,amendoim,amendoim,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/amendoim.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/amendoim.mp4,UFV
acalmar,acalmar,acalmar,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01555-Acalmar.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01555-Acalmar.mp4,UFV
bahia,bahia,bahia,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01008-bahia.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/01008-bahia.mp4,UFV
fritar,fritar,fritar,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01675-fritar.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01675-fritar.mp4,UFV
politica,política,politico,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01430-Politica.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01430-Politica.mp4,UFV
empregada doméstica,empregada doméstica,empregar,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01412-Empregada-Doméstica.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01412-Empregada-Dom%C3%A9stica.mp4,UFV
travesseiro,travesseiro,travesseiro,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01505-Travesseiro.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01505-Travesseiro.mp4,UFV
mala,mala,malar,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01794-mala.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01794-mala.mp4,UFV
fortaleza,fortaleza,fortaleza,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01031-fortaleza.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/01031-fortaleza.mp4,UFV
placa,placa,placar,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01491-Placa.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01491-Placa.mp4,UFV
arroz,arroz,arroz,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/arroz.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/arroz.mp4,UFV
tempo,tempo,tempo,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01534-Tempo.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01534-Tempo.mp4,UFV
pascoa,páscoa,pascoa,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/475-pascoa.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/475-pascoa.mp4,UFV
saudade,saudade,saudade,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01451-Saudade.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01451-Saudade.mp4,UFV
mudar,mudar,mudar,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01705-mudar.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01705-mudar.mp4,UFV
figado,fígado,figar,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/827-figado.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/827-figado.mp4,UFV
mentir,mentir,mentir,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01700-mentir.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01700-mentir.mp4,UFV
dinamite,dinamite,dinamite,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/dinamite.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/dinamite.mp4,UFV
ano,ano,ano,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01512-Ano.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01512-Ano.mp4,UFV
conhecer,conhecer,conhecer,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01617-Conhecer.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01617-Conhecer.mp4,UFV
